п/п,№,ФИО,ВУЗ/ филиал,ВУЗ/ филиал,Код направления,Группа ООП 2023-2024,Программа ЦК,Группа ЦК,
1192,635,653932a9a04fb531ff865d55,ВолгГТУ,ФЭУ,38.03.01 Экономика,ЭМЭ-457,СУБД,СУБД-6,
1193,861,6538efb1a04fb531ff864c5e,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-20,СИИ,СИИ-12,
1194,575,6537e5aec2f29c6ab8f7c824,ВолгГТУ,ФЭУ,38.03.01 Экономика,ЭМЭ-357,ПиР_1С,ПИР-6,
1195,1107,6537d59ac2f29c6ab8f7c502,ИАиС,ФСиЖКХ ИАиС,08.03.01 Строительство,СиОНО-1-20,ППСА,ППСА-3,
1196,1165,6537d59ec2f29c6ab8f7c503,ВолгГТУ,ФТИСиТБ ИАиС,08.03.01 Строительство,АД-1-20,ППСА,ППСА-11,
1197,576,6537e5b3c2f29c6ab8f7c826,ВолгГТУ,ФЭУ,38.03.01 Экономика,ЭМЭ-357,ПиР_1С,ПИР-6,
1198,587,653932aea04fb531ff865d57,ВолгГТУ,ФЭУ,38.03.01 Экономика,Э-258,СУБД,СУБД-7,
1199,69,6538fb3ba04fb531ff8650e2,ВолгГТУ,ФАСТиВ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,КТО-424,ППЦП,ППЦП-4,
1200,33,653932b3a04fb531ff865d58,ВА МВД,подготовки следователей,40.05.01 Правовое обеспечение национальной безопасности,302,СУБД,СУБД-1,
1201,68,6538fb40a04fb531ff8650e4,ВолгГТУ,ФАСТиВ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,КТО-424,ППЦП,ППЦП-4,
1202,3,6538efb5a04fb531ff864c61,ВолгГТУ,ФЭВТ,09.03.04 Программная инженерия,ПрИн-266.,СИИ,СИИ-2,
1203,1113,6537d5a2c2f29c6ab8f7c505,ИАиС,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-3-20,ППСА,ППСА-5,
1204,1221,6537e5b9c2f29c6ab8f7c827,ИАиС,ФСиЖКХ ИАиС,08.03.01 Строительство,МНС-1-21,ПиР_1С,ПИР-7,
1205,628,6537e5bec2f29c6ab8f7c82a,ВолгГТУ,ФЭУ,38.03.01 Экономика,ЭФК-459,ПиР_1С,ПИР-1,
1206,493,6538efbaa04fb531ff864c63,КТИ,КТИ,09.03.01 Информатика и вычислительная техника,КВТ-211,СИИ,СИИ-9,
1207,917,6537e5c3c2f29c6ab8f7c82c,ВолгГТУ,ФТПП,19.03.03 Продукты питания животного происхождения,ПП-252,ПиР_1С,ПИР-9,
1208,431,653932b8a04fb531ff865d59,ВолгГТУ,ФТПП,19.03.03 Продукты питания животного происхождения,ПП-351,СУБД,СУБД-5,
1209,239,6537e5cac2f29c6ab8f7c82d,ВолгГТУ,ФТКМ,22.04.02 Металлургия,ТМ-2Н,ПиР_1С,ПИР-3,
1210,608,653959d3a04fb531ff866226,ВПИ,ФЭИ ВПИ,38.03.01 Экономика,ВЭ-211,РВП,РВП-5,
1211,769,6537d5a6c2f29c6ab8f7c507,ИАиС,ФТИСиТБ ИАиС,13.03.01 Теплоэнергетика и теплотехника,ТиТ-1-20,ППСА,ППСА-3,
1212,1033,6537d5abc2f29c6ab8f7c508,ВПИ,ФЭИ ВПИ,38.04.01  Экономика ,ВЭМ-1,ППСА,ППСА-4,
1213,717,6538efbfa04fb531ff864c66,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-462,СИИ,СИИ-6,
1214,1142,6537d5afc2f29c6ab8f7c509,ВолгГТУ,ФТИСиТБ ИАиС,08.03.01 Строительство,ВиВ-1-21,ППСА,ППСА-9,
1215,1131,6537d5b4c2f29c6ab8f7c50a,ИАиС,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-4-22,ППСА,ППСА-8,
1216,806,653bc234e189abe05fdf7fde,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-22,СИИ,СИИ-13,
1217,1162,6543620e9c1990ec63a572df,ВолгГТУ,ФТПП,15.03.02 Технологические машины и оборудование,МАП-250,ППЦП,ППЦП-8,
1218,105,653959d8a04fb531ff866227,ВолгГТУ,ХТФ,18.03.01 Химическая технология,ХТ-243,РВП,РВП-1,
1219,34,653932bda04fb531ff865d5a,ВА МВД,подготовки следователей,40.05.01 Правовое обеспечение национальной безопасности,301,СУБД,СУБД-1,
1220,983,6537d5b9c2f29c6ab8f7c50b,ВолгГТУ,ФТИСиТБ ИАиС,20.05.01 Пожарная безопасность,Пб-1-20,ППСА,ППСА-7,
1221,862,6541f9e59c1990ec63a54d59,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-20,РИС_1С,РИС-3,
1222,330,6538efc9a04fb531ff864c6a,СФ,СФ,09.03.02 Информационные системы и технологии,ИСТ-21д-22,СИИ,СИИ-10,
1223,344,6537e5cfc2f29c6ab8f7c82f,ВолгГТУ,ФЭВТ,12.04.01 Приборостроение,ЭТ-1,ПиР_1С,ПИР-8,
1224,158,6538fb45a04fb531ff8650e6,ВПИ,ФАМ ВПИ,15.04.05 Конструкторско-технологическое обеспечение машиностроительных производств,ВТО-2,ППЦП,ППЦП-1,
1225,1143,6537d5bec2f29c6ab8f7c50c,ВолгГТУ,ФТИСиТБ ИАиС,08.03.01 Строительство,ВиВ-1-21,ППСА,ППСА-9,
1226,494,6538efcea04fb531ff864c6d,КТИ,КТИ,09.03.01 Информатика и вычислительная техника,КВТ-211,СИИ,СИИ-9,
1227,36,6537e5d4c2f29c6ab8f7c831,ВолгГМУ,педиатрический,31.05.02 Педиатрия,502,ПиР_1С,ПИР-11,
1228,863,6541f9ea9c1990ec63a54d5a,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-20,РИС_1С,РИС-3,
1229,586,6537d5c2c2f29c6ab8f7c50e,ИАиС,ФТИСиТБ ИАиС,08.03.01 Строительство,ВИВ-1-20,ППСА,ППСА-3,
1230,1152,6537d5c7c2f29c6ab8f7c50f,ВолгГТУ,ФТИСиТБ ИАиС,08.03.01 Строительство,АД-1-20,ППСА,ППСА-9,
1231,557,6537e5d9c2f29c6ab8f7c834,ВолгГТУ,ФЭУ,38.03.02 Менеджмент,ЭМФ-355,ПиР_1С,ПИР-2,
1232,338,6537e5dec2f29c6ab8f7c837,ВолгГТУ,ФПИК,38.04.08 Финансы и кредит,ВКФ-2,ПиР_1С,ПИР-10,
1233,841,6538efd3a04fb531ff864c71,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-2-21,СИИ,СИИ-11,
1234,900,6538fb50a04fb531ff8650eb,ВолгГТУ,ФТКМ,22.03.01 Материаловедение и технологии материалов,МВ-231,ППЦП,ППЦП-3,
1235,378,653959dda04fb531ff866228,ВолгГТУ,ФПИК,38.03.01 Экономика,ЭУв-281,РВП,РВП-4,
1236,275,6538fb55a04fb531ff8650ed,ВолгГТУ,ФТКМ,22.04.01 Материаловедение и технологии материалов,МВ-2н,ППЦП,ППЦП-7,
1237,563,6538efd8a04fb531ff864c74,ВолгГТУ,ФЭУ,38.03.05 Бизнес-информатика,БИ-263,СИИ,СИИ-4,
1238,425,6537e5e3c2f29c6ab8f7c839,ВолгГТУ,ФЭУ,38.03.02 Менеджмент,ЭММ-354,ПиР_1С,ПИР-4,
1239,807,6538efdda04fb531ff864c77,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-22,СИИ,СИИ-13,
1240,1045,6537d5ccc2f29c6ab8f7c510,ВПИ,ФАМ ВПИ,08.03.01 Строительство,ВСТ-223,ППСА,ППСА-4,
1241,237,6537e5e7c2f29c6ab8f7c83a,ВолгГТУ,ФТКМ,15.03.01 Машиностроение,МС-229,ПиР_1С,ПИР-3,
1242,720,6538efe2a04fb531ff864c7c,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-462,СИИ,СИИ-6,
1243,929,6537e5ecc2f29c6ab8f7c83c,ВолгГТУ,ФАСТиВ,15.03.04 Автоматизация технологических процессов и производств,АТП-321,ПиР_1С,ПИР-9,
1244,710,653932c2a04fb531ff865d5b,ВолгГТУ,ФЭУ,38.03.01 Экономика,Э-256,СУБД,СУБД-7,
1245,1044,6538fb5aa04fb531ff8650ee,ВПИ,ФЭИ ВПИ,38.04.01 Экономика,ВЭМ-1,ППЦП,ППЦП-1,
1246,781,6537d5d1c2f29c6ab8f7c511,ИАиС,ФТИСиТБ ИАиС,13.03.01 Теплоэнергетика и теплотехника,ТиТ-1-20,ППСА,ППСА-3,
1247,113,653959e1a04fb531ff86622a,ВолгГТУ,ХТФ,"18.04.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",ХМАМ-1п,РВП,РВП-3,
1248,612,6537d5d6c2f29c6ab8f7c512,ИАиС,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-4-20,ППСА,ППСА-5,
1249,864,6543d2d09c1990ec63a58575,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-20,СИИ,СИИ-12,
1250,684,6537e5f1c2f29c6ab8f7c83d,ВолгГТУ,ФЭУ,38.03.02 Менеджмент,ЭММ-354,ПиР_1С,ПИР-4,
1251,790,653932c8a04fb531ff865d5d,ВолгГТУ,ФЭУ,38.03.02 Менеджмент,ЭММ-454,СУБД,СУБД-6,
1252,22,6538efeda04fb531ff864c82,ВолгГТУ,ФЭВТ,09.03.01 Информатика и вычислительная техника,ИВТ-260,СИИ,СИИ-5,
1253,904,6538fb5fa04fb531ff8650f1,ВолгГТУ,ФАСТиВ,"17.05.02 Стрелково-пушечное, артелерийское и ракетное оруджие",СПО-301,ППЦП,ППЦП-5,
1254,892,6538fb64a04fb531ff8650f3,ВолгГТУ,ФТКМ,15.04.01 машиностроение,СП-1П,ППЦП,ППЦП-8,
1255,14,6538eff2a04fb531ff864c85,ВолгГТУ,ФЭВТ,09.03.04 Программная инженерия,ПрИн-267,СИИ,СИИ-14,
1256,610,6538eff7a04fb531ff864c89,ВПИ,ФЭИ ВПИ,09.03.01 Информатика и вычислительная техника,ВВТ-206,СИИ,СИИ-3,
1257,865,6538effda04fb531ff864c8b,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-20,СИИ,СИИ-12,
1258,630,6322d81709a5f9e7dcb9dde0,ВолгГТУ,ФАТ,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,АТ-312,СУБД,СУБД-3,
1259,418,6537e5f6c2f29c6ab8f7c83e,ВолгГТУ,ФТКМ,22.03.02 Металлургия,М-334,ПиР_1С,ПИР-4,
1260,887,653932d1a04fb531ff865d5e,ВолгГТУ,ФЭУ,38.03.01 Экономика,ЭПР-458,СУБД,СУБД-6,
1261,495,6538f002a04fb531ff864c8e,КТИ,КТИ,09.03.01 Информатика и вычислительная техника,КВТ-211,СИИ,СИИ-9,
1262,410,653fa8fc8d4312cf6ca2f73e,ВолгГТУ,ФЭУ,38.03.05 Бизнес-информатика,БИ-363,СИИ,СИИ-6,
1263,114,653959e6a04fb531ff86622c,ВолгГТУ,ХТФ,18.03.01 Химическая технология,ХТ-241,РВП,РВП-1,
1264,269,6538f007a04fb531ff864c90,ВолгГТУ,ФАСТиВ,27.03.04 Управление в технических системах,АДП-222,СИИ,СИИ-14,
1265,207,6541f9f49c1990ec63a54d5d,ВолгГТУ,ФЭУ,38.03.05 Бизнес-информатика,БИ-263,РИС_1С,РИС-2,
1266,1053,653959eaa04fb531ff86622d,ВПИ,ФЭИ ВПИ,18.03.01 Химическая технология,ВХТ-301,РВП,РВП-7,
1267,305,6538f00da04fb531ff864c93,ВолгГТУ,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-22,СИИ,СИИ-13,
1268,534,6537e5fcc2f29c6ab8f7c83f,ВолгГТУ,ФЭУ,38.03.01 Экономика,ЭМЭ-357,ПиР_1С,ПИР-6,
1269,9,653959eea04fb531ff86622f,ВА МВД,подготовки следователей,40.05.01,301,РВП,РВП-6,
1270,930,6537e601c2f29c6ab8f7c840,ВолгГТУ,ФАСТиВ,15.03.04 Автоматизация технологических процессов и производств,АТП-321,ПиР_1С,ПИР-9,
1271,304,6537d5dbc2f29c6ab8f7c515,ВолгГТУ,ФАГР ИАиС,07.03.01 Архитектура,АРХ-2-22,ППСА,ППСА-1,
1272,6,653959f2a04fb531ff866230,ВГСПУ,,44.04.01 Педагогическое образование,ФЛ-ТРЯМ-11,РВП,РВП-6,
1273,39,6537e606c2f29c6ab8f7c841,ВА МВД,подготовки следователей,40.05.01 Правовое обеспечение национальной безопасности,304,ПиР_1С,ПИР-10,
1274,776,6537d5e0c2f29c6ab8f7c518,ИАиС,ФТИСиТБ ИАиС,08.03.01 Строительство,ВиВ-1-20,ППСА,ППСА-3,
1275,756,653959f6a04fb531ff866231,ВолгГТУ,ХТФ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",РХТ-349,РВП,РВП-2,
1276,789,6538f012a04fb531ff864c97,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-361,СИИ,СИИ-7,
1277,256,6537d5e4c2f29c6ab8f7c51b,ИАиС,ФАГР ИАиС,07.03.04 Градостроительство,ГС-1-22,ППСА,ППСА-3,
1278,705,6537e60ac2f29c6ab8f7c843,ВолгГТУ,ФЭУ,38.03.02 Менеджмент,ЭМЭ-357,ПиР_1С,ПИР-6,
1279,830,6538f017a04fb531ff864c9a,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-21,СИИ,СИИ-11,
1280,831,6538f01ca04fb531ff864c9d,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-21,СИИ,СИИ-11,
1281,394,6537e60fc2f29c6ab8f7c844,ВолгГТУ,ХТФ,18.04.01 Химическая технология,ТОНСМ 2.2 п,ПиР_1С,ПИР-3,
1282,535,6537e613c2f29c6ab8f7c845,ВолгГТУ,ФЭУ,38.03.01 Экономика,ЭМЭ- 357,ПиР_1С,ПИР-6,
1283,194,653932d6a04fb531ff865d61,ВолгГТУ,ФТПП,19.03.03 Продукты питания животного происхождения,ПП-252,СУБД,СУБД-6,
1284,748,653959fba04fb531ff866232,ВолгГТУ,ХТФ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",РХТ-349,РВП,РВП-2,
1285,196,653932dba04fb531ff865d62,ВолгГТУ,ФТПП,"18.04.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",ЭКОМ-1,СУБД,СУБД-3,
1286,447,6538fb6aa04fb531ff8650f7,ВолгГТУ,ФТКМ,22.03.01 Материаловедение и технологии материалов,МВ-331,ППЦП,ППЦП-6,
1287,268,645e8638676e1fae65ef5675,ИАиС,ФСиЖКХ ИАиС,08.05.01 Строительство уникальных зданий и сооружений,СУЗ-1-21,ППСА,ППСА-3,
1288,16,6538f021a04fb531ff864c9f,ВолгГТУ,ФЭВТ,09.03.04 Программная инженерия,ПрИн-267,СИИ,СИИ-14,
1289,1184,6538fb6ea04fb531ff8650f9,ВолгГТУ,ФАСТиВ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,КТО-324,ППЦП,ППЦП-9,
1290,678,6537e618c2f29c6ab8f7c846,ВолгГТУ,ФЭВТ,03.03.02 Физика,Ф-269,ПиР_1С,ПИР-5,
1291,592,653a379131e2da38f4e25516,ВолгГТУ,ФЭУ,38.03.05 Бизнес-информатика,БИ-363,РИС_1С,РИС-2,
1292,137,65395a00a04fb531ff866233,ВолгГТУ,ФТИСиТБ ИАиС,20.04.01 Техносферная безопастность,ТБМ-2-23,РВП,РВП-6,
1293,521,6538f026a04fb531ff864ca1,СФ,СФ,09.03.02 Информационные системы и технологии,ИСТ-31д-21,СИИ,СИИ-10,
1294,1057,65395a05a04fb531ff866235,ВПИ,ФЭИ ВПИ,38.03.01 Экономика,ВЭ-211,РВП,РВП-5,
1295,218,6537e61ec2f29c6ab8f7c847,ВолгГТУ,ФЭВТ,03.03.02 Физика,Ф-269,ПиР_1С,ПИР-5,
1296,65,6538fb74a04fb531ff8650fc,ВолгГТУ,ХТФ,18.03.01 Химическая технология,ХТ-344,ППЦП,ППЦП-8,
1297,1128,6537d5eec2f29c6ab8f7c51d,ИАиС,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-1-22,ППСА,ППСА-8,
1298,329,6537e623c2f29c6ab8f7c849,ВолгГТУ,ФПИК,38.04.02 Менеджмент,УЧР-3,ПиР_1С,ПИР-6,
1299,1134,6537d5f3c2f29c6ab8f7c521,ИАиС,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-3-22,ППСА,ППСА-8,
1300,25,6537e628c2f29c6ab8f7c84b,ВолгГМУ,Специалитет,32.05.01 Медико-профилактическое дело,404,ПиР_1С,ПИР-10,
1301,8,653932e1a04fb531ff865d64,ВГСПУ,,44.03.01 Педагогическое образование,ЕН-ФББ-321,СУБД,СУБД-5,
1302,216,6537e62dc2f29c6ab8f7c84c,ВолгГТУ,ФЭУ,38.03.01 Экономика,ЭМЭ-457,ПиР_1С,ПИР-1,
1303,688,653932e6a04fb531ff865d65,ВолгГТУ,ФЭУ,42.03.01 Реклама и связи с общественностью,ЭР-453,СУБД,СУБД-6,
